"year","news","pages","sort","RandID"
"1962","Daily News Record - 1962 February 01","18","13301","301008344637"
"1962","Daily News Record - 1962 February 02","14","13302","222500413907"
"1962","Daily News Record - 1962 February 03","14","13303","329951161537"
"1962","Daily News Record - 1962 February 05","16","13304","937016959311"
"1962","Daily News Record - 1962 February 06","14","13305","367882186627"
"1962","Daily News Record - 1962 February 07","18","13306","400195669707"
"1962","Daily News Record - 1962 February 08","18","13307","498237335642"
"1962","Daily News Record - 1962 February 09","14","13308","339197228466"
"1962","Daily News Record - 1962 February 10","14","13309","840832946210"
"1962","Daily News Record - 1962 February 12","14","13310","590646315271"
"1962","Daily News Record - 1962 February 13","14","13311","16698613685"
"1962","Daily News Record - 1962 February 14","16","13312","526623470060"
"1962","Daily News Record - 1962 February 15","20","13313","297253975935"
"1962","Daily News Record - 1962 February 16","16","13314","101030936183"
"1962","Daily News Record - 1962 February 17","14","13315","643890095062"
"1962","Daily News Record - 1962 February 19","14","13316","167959308097"
